current_state,region,division,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,from_region,from_division,number_of_people
West Virginia,South,South Atlantic,2010,1833535,1625125,166168,39609,2633,Pennsylvania,Northeast,Middle Atlantic,4908
Wisconsin,Midwest,East North Central,2010,5623196,4824045,691592,93065,14494,Pennsylvania,Northeast,Middle Atlantic,2211
Wyoming,West,Mountain,2010,556954,444614,82255,28046,2039,Pennsylvania,Northeast,Middle Atlantic,95
Puerto Rico,Puerto Rico,Puerto Rico,2010,3676493,3392179,247593,31732,4989,Pennsylvania,Northeast,Middle Atlantic,1516
Alabama,South,East South Central,2011,4745278,4024442,588293,117726,14817,Pennsylvania,Northeast,Middle Atlantic,1075
Alaska,West,Pacific,2011,711962,571857,100280,35084,4741,Pennsylvania,Northeast,Middle Atlantic,378
Arizona,West,Mountain,2011,6402301,5107496,1028366,222877,43562,Pennsylvania,Northeast,Middle Atlantic,3436
Arkansas,South,West South Central,2011,2906632,2421746,405831,69845,9210,Pennsylvania,Northeast,Middle Atlantic,567
California,West,Pacific,2011,37222678,31213310,5271168,468428,269772,Pennsylvania,Northeast,Middle Atlantic,8550
Colorado,West,Mountain,2011,5048443,4048042,763233,202124,35044,Pennsylvania,Northeast,Middle Atlantic,3348
Connecticut,Northeast,New England,2011,3548667,3139496,316883,71502,20786,Pennsylvania,Northeast,Middle Atlantic,3668
Delaware,South,South Atlantic,2011,897187,775414,83156,33912,4705,Pennsylvania,Northeast,Middle Atlantic,8571
District of Columbia,South,South Atlantic,2011,611608,489659,66519,48066,7364,Pennsylvania,Northeast,Middle Atlantic,1589
Florida,South,South Atlantic,2011,18863948,15742168,2454255,498597,168928,Pennsylvania,Northeast,Middle Atlantic,20821
Georgia,South,South Atlantic,2011,9699859,8095407,1289450,271077,43925,Pennsylvania,Northeast,Middle Atlantic,5791
Hawaii,West,Pacific,2011,1357806,1160948,122727,57542,16589,Pennsylvania,Northeast,Middle Atlantic,870
Idaho,West,Mountain,2011,1559637,1284530,208434,60336,6337,Pennsylvania,Northeast,Middle Atlantic,343
Illinois,Midwest,East North Central,2011,12718402,11076528,1353853,216204,71817,Pennsylvania,Northeast,Middle Atlantic,3012
Indiana,Midwest,East North Central,2011,6437155,5478683,809158,127874,21440,Pennsylvania,Northeast,Middle Atlantic,3998
Iowa,Midwest,West North Central,2011,3027718,2573313,370554,70405,13446,Pennsylvania,Northeast,Middle Atlantic,388
Kansas,Midwest,West North Central,2011,2833584,2372033,362782,83640,15129,Pennsylvania,Northeast,Middle Atlantic,1494
Kentucky,South,East South Central,2011,4316297,3686232,505741,110031,14293,Pennsylvania,Northeast,Middle Atlantic,1490
Louisiana,South,West South Central,2011,4518629,3865118,538691,99138,15682,Pennsylvania,Northeast,Middle Atlantic,455
Maine,Northeast,New England,2011,1315833,1120364,157102,33818,4549,Pennsylvania,Northeast,Middle Atlantic,915
Maryland,South,South Atlantic,2011,5759087,5008452,553895,153979,42761,Pennsylvania,Northeast,Middle Atlantic,14158
Massachusetts,Northeast,New England,2011,6515057,5658768,656441,139830,60018,Pennsylvania,Northeast,Middle Atlantic,6538
Michigan,Midwest,East North Central,2011,9766574,8340767,1242917,139158,43732,Pennsylvania,Northeast,Middle Atlantic,2864
Minnesota,Midwest,West North Central,2011,5277329,4505462,646176,101029,24662,Pennsylvania,Northeast,Middle Atlantic,870
Mississippi,South,East South Central,2011,2943021,2534036,332934,68511,7540,Pennsylvania,Northeast,Middle Atlantic,2568
Missouri,Midwest,West North Central,2011,5937896,4963040,801046,149439,24371,Pennsylvania,Northeast,Middle Atlantic,1810
Montana,West,Mountain,2011,987076,828254,122210,33553,3059,Pennsylvania,Northeast,Middle Atlantic,840
Nebraska,Midwest,West North Central,2011,1817126,1505191,253269,52070,6596,Pennsylvania,Northeast,Middle Atlantic,252
Nevada,West,Mountain,2011,2688336,2084668,480317,110345,13006,Pennsylvania,Northeast,Middle Atlantic,570
New Hampshire,Northeast,New England,2011,1305678,1141236,122129,37000,5313,Pennsylvania,Northeast,Middle Atlantic,1015
New Jersey,Northeast,Middle Atlantic,2011,8719952,7825661,693380,140194,60717,Pennsylvania,Northeast,Middle Atlantic,19733
New Mexico,West,Mountain,2011,2055293,1753413,228218,62130,11532,Pennsylvania,Northeast,Middle Atlantic,492
New York,Northeast,Middle Atlantic,2011,19248685,17055260,1756105,282209,155111,Pennsylvania,Northeast,Middle Atlantic,26596
North Carolina,South,South Atlantic,2011,9539412,8070238,1160510,265291,43373,Pennsylvania,Northeast,Middle Atlantic,9450
North Dakota,Midwest,West North Central,2011,675161,559906,79837,32510,2908,Pennsylvania,Northeast,Middle Atlantic,652
Ohio,Midwest,East North Central,2011,11418944,9764366,1425709,191778,37091,Pennsylvania,Northeast,Middle Atlantic,14292
Oklahoma,South,West South Central,2011,3742698,3089041,528498,108878,16281,Pennsylvania,Northeast,Middle Atlantic,1116
Oregon,West,Pacific,2011,3828714,3128121,549332,127906,23355,Pennsylvania,Northeast,Middle Atlantic,1407
Pennsylvania,Northeast,Middle Atlantic,2011,12610486,11099077,1224564,234291,52554,Pennsylvania,Northeast,Middle Atlantic,0
Rhode Island,Northeast,New England,2011,1040022,903786,101689,26769,7778,Pennsylvania,Northeast,Middle Atlantic,1125
South Carolina,South,South Atlantic,2011,4624180,3899705,546666,157644,20165,Pennsylvania,Northeast,Middle Atlantic,3523
South Dakota,Midwest,West North Central,2011,814175,688436,94655,27506,3578,Pennsylvania,Northeast,Middle Atlantic,57
Tennessee,South,East South Central,2011,6333466,5342978,794556,170969,24963,Pennsylvania,Northeast,Middle Atlantic,3360
Texas,South,West South Central,2011,25327104,20984855,3648260,514726,179263,Pennsylvania,Northeast,Middle Atlantic,9107
Utah,West,Mountain,2011,2769627,2295961,373984,85217,14465,Pennsylvania,Northeast,Middle Atlantic,1496
Vermont,Northeast,New England,2011,621354,537304,60719,20463,2868,Pennsylvania,Northeast,Middle Atlantic,389
Virginia,South,South Atlantic,2011,7996552,6789620,889751,257130,60051,Pennsylvania,Northeast,Middle Atlantic,12009
Washington,West,Pacific,2011,6748474,5565069,919925,208507,54973,Pennsylvania,Northeast,Middle Atlantic,2296
West Virginia,South,South Atlantic,2011,1836614,1609110,172262,50068,5174,Pennsylvania,Northeast,Middle Atlantic,4205
Wisconsin,Midwest,East North Central,2011,5647213,4846550,675623,109439,15601,Pennsylvania,Northeast,Middle Atlantic,1294
Wyoming,West,Mountain,2011,561389,462808,66648,30651,1282,Pennsylvania,Northeast,Middle Atlantic,284
Puerto Rico,Puerto Rico,Puerto Rico,2011,3669195,3403602,238263,22649,4681,Pennsylvania,Northeast,Middle Atlantic,1978
Alabama,South,East South Central,2012,4764428,4054260,590326,104600,15242,Pennsylvania,Northeast,Middle Atlantic,1837
Alaska,West,Pacific,2012,721186,592551,90613,33415,4607,Pennsylvania,Northeast,Middle Atlantic,255
Arizona,West,Mountain,2012,6468907,5242674,953789,232457,39987,Pennsylvania,Northeast,Middle Atlantic,4280
Arkansas,South,West South Central,2012,2912680,2453347,373046,76948,9339,Pennsylvania,Northeast,Middle Atlantic,516
California,West,Pacific,2012,37572738,31777868,5046618,493641,254611,Pennsylvania,Northeast,Middle Atlantic,10466
Colorado,West,Mountain,2012,5123944,4131357,751921,205060,35606,Pennsylvania,Northeast,Middle Atlantic,3950
Connecticut,Northeast,New England,2012,3555319,3114940,334918,80311,25150,Pennsylvania,Northeast,Middle Atlantic,2214
Delaware,South,South Atlantic,2012,906576,782216,86003,34757,3600,Pennsylvania,Northeast,Middle Atlantic,6828
District of Columbia,South,South Atlantic,2012,624847,500267,61992,53830,8758,Pennsylvania,Northeast,Middle Atlantic,1494
Florida,South,South Atlantic,2012,19114620,16032617,2380288,537148,164567,Pennsylvania,Northeast,Middle Atlantic,25659
Georgia,South,South Atlantic,2012,9796547,8231384,1236302,277466,51395,Pennsylvania,Northeast,Middle Atlantic,9076
Hawaii,West,Pacific,2012,1374852,1164145,134827,55145,20735,Pennsylvania,Northeast,Middle Atlantic,1087
Idaho,West,Mountain,2012,1573036,1296975,210151,59283,6627,Pennsylvania,Northeast,Middle Atlantic,169
Illinois,Midwest,East North Central,2012,12725119,11009321,1441191,208755,65852,Pennsylvania,Northeast,Middle Atlantic,4588
Indiana,Midwest,East North Central,2012,6457067,5493090,805228,134137,24612,Pennsylvania,Northeast,Middle Atlantic,2419
Iowa,Midwest,West North Central,2012,3035469,2585979,362938,75760,10792,Pennsylvania,Northeast,Middle Atlantic,451
Kansas,Midwest,West North Central,2012,2848708,2361899,381695,88284,16830,Pennsylvania,Northeast,Middle Atlantic,918
Kentucky,South,East South Central,2012,4328626,3676472,521511,112787,17856,Pennsylvania,Northeast,Middle Atlantic,2226
Louisiana,South,West South Central,2012,4545914,3912023,528406,91215,14270,Pennsylvania,Northeast,Middle Atlantic,1239
Maine,Northeast,New England,2012,1315586,1132344,151438,27523,4281,Pennsylvania,Northeast,Middle Atlantic,976
Maryland,South,South Atlantic,2012,5816472,5068457,549973,154983,43059,Pennsylvania,Northeast,Middle Atlantic,15485
Massachusetts,Northeast,New England,2012,6580641,5752166,626380,142577,59518,Pennsylvania,Northeast,Middle Atlantic,8236
Michigan,Midwest,East North Central,2012,9778980,8330990,1268105,133981,45904,Pennsylvania,Northeast,Middle Atlantic,2739
Minnesota,Midwest,West North Central,2012,5315228,4536303,653012,101042,24871,Pennsylvania,Northeast,Middle Atlantic,1106
Mississippi,South,East South Central,2012,2947696,2529377,339807,73500,5012,Pennsylvania,Northeast,Middle Atlantic,613
Missouri,Midwest,West North Central,2012,5951913,4965459,801093,162930,22431,Pennsylvania,Northeast,Middle Atlantic,1535
Montana,West,Mountain,2012,995544,829489,126463,37690,1902,Pennsylvania,Northeast,Middle Atlantic,457
Nebraska,Midwest,West North Central,2012,1829420,1540361,237937,43266,7856,Pennsylvania,Northeast,Middle Atlantic,702
Nevada,West,Mountain,2012,2725280,2105070,481496,124285,14429,Pennsylvania,Northeast,Middle Atlantic,1601
New Hampshire,Northeast,New England,2012,1309203,1127376,125118,50484,6225,Pennsylvania,Northeast,Middle Atlantic,890
New Jersey,Northeast,Middle Atlantic,2012,8772744,7929570,655465,130223,57486,Pennsylvania,Northeast,Middle Atlantic,23597
New Mexico,West,Mountain,2012,2060595,1769341,226243,54693,10318,Pennsylvania,Northeast,Middle Atlantic,822
New York,Northeast,Middle Atlantic,2012,19352153,17202134,1723117,270053,156849,Pennsylvania,Northeast,Middle Atlantic,22895
North Carolina,South,South Atlantic,2012,9640490,8167830,1149080,273149,50431,Pennsylvania,Northeast,Middle Atlantic,12179
North Dakota,Midwest,West North Central,2012,689838,563978,84294,38213,3353,Pennsylvania,Northeast,Middle Atlantic,114
Ohio,Midwest,East North Central,2012,11414635,9735390,1440815,196391,42039,Pennsylvania,Northeast,Middle Atlantic,14147
Oklahoma,South,West South Central,2012,3762311,3107367,531347,108972,14625,Pennsylvania,Northeast,Middle Atlantic,494
Oregon,West,Pacific,2012,3857465,3158450,560673,118925,19417,Pennsylvania,Northeast,Middle Atlantic,904
Pennsylvania,Northeast,Middle Atlantic,2012,12630082,11107110,1252378,215500,55094,Pennsylvania,Northeast,Middle Atlantic,0
Rhode Island,Northeast,New England,2012,1040527,899551,101165,33446,6365,Pennsylvania,Northeast,Middle Atlantic,735
South Carolina,South,South Atlantic,2012,4668886,3929626,564350,156705,18205,Pennsylvania,Northeast,Middle Atlantic,6497
South Dakota,Midwest,West North Central,2012,821669,676014,115606,26051,3998,Pennsylvania,Northeast,Middle Atlantic,515
Tennessee,South,East South Central,2012,6378278,5396833,783077,177098,21270,Pennsylvania,Northeast,Middle Atlantic,3329
Texas,South,West South Central,2012,25711791,21354247,3656070,507752,193722,Pennsylvania,Northeast,Middle Atlantic,10449
Utah,West,Mountain,2012,2805440,2324019,373980,87870,19571,Pennsylvania,Northeast,Middle Atlantic,944
Vermont,Northeast,New England,2012,620224,532237,61242,24431,2314,Pennsylvania,Northeast,Middle Atlantic,935
Virginia,South,South Atlantic,2012,8085389,6857430,915242,250653,62064,Pennsylvania,Northeast,Middle Atlantic,14190
Washington,West,Pacific,2012,6815763,5648199,904695,215494,47375,Pennsylvania,Northeast,Middle Atlantic,3397
West Virginia,South,South Atlantic,2012,1837518,1613322,174112,47125,2959,Pennsylvania,Northeast,Middle Atlantic,5208
Wisconsin,Midwest,East North Central,2012,5660677,4849945,693737,99192,17803,Pennsylvania,Northeast,Middle Atlantic,1563
Wyoming,West,Mountain,2012,569734,459226,77324,31149,2035,Pennsylvania,Northeast,Middle Atlantic,230
Puerto Rico,Puerto Rico,Puerto Rico,2012,3628402,3366593,238042,20044,3723,Pennsylvania,Northeast,Middle Atlantic,2313
Alabama,South,East South Central,2013,4781296,4067683,594583,104102,14928,Pennsylvania,Northeast,Middle Atlantic,1488
Alaska,West,Pacific,2013,725193,583799,99953,34360,7081,Pennsylvania,Northeast,Middle Atlantic,1074
Arizona,West,Mountain,2013,6543362,5321158,941347,236146,44711,Pennsylvania,Northeast,Middle Atlantic,5726
Arkansas,South,West South Central,2013,2923642,2475807,367837,70621,9377,Pennsylvania,Northeast,Middle Atlantic,244
California,West,Pacific,2013,37873189,32197933,4898331,485477,291448,Pennsylvania,Northeast,Middle Atlantic,11426
Colorado,West,Mountain,2013,5206012,4186643,778520,206543,34306,Pennsylvania,Northeast,Middle Atlantic,3773
Connecticut,Northeast,New England,2013,3562959,3127421,325895,88351,21292,Pennsylvania,Northeast,Middle Atlantic,6571
Delaware,South,South Atlantic,2013,914025,791278,81363,36790,4594,Pennsylvania,Northeast,Middle Atlantic,10778
District of Columbia,South,South Atlantic,2013,636535,509958,68917,46571,11089,Pennsylvania,Northeast,Middle Atlantic,2177
Florida,South,South Atlantic,2013,19345059,16199361,2442119,529406,174173,Pennsylvania,Northeast,Middle Atlantic,28771
Georgia,South,South Atlantic,2013,9870319,8256209,1279601,278972,55537,Pennsylvania,Northeast,Middle Atlantic,6298
Hawaii,West,Pacific,2013,1387361,1177733,135860,58083,15685,Pennsylvania,Northeast,Middle Atlantic,484
Idaho,West,Mountain,2013,1592596,1317235,205418,61592,8351,Pennsylvania,Northeast,Middle Atlantic,416
Illinois,Midwest,East North Central,2013,12740816,11036387,1411859,223605,68965,Pennsylvania,Northeast,Middle Atlantic,6935
Indiana,Midwest,East North Central,2013,6492306,5499346,835689,133508,23763,Pennsylvania,Northeast,Middle Atlantic,1922
Iowa,Midwest,West North Central,2013,3053635,2585189,380270,75650,12526,Pennsylvania,Northeast,Middle Atlantic,1073
Kansas,Midwest,West North Central,2013,2854869,2386028,363906,89735,15200,Pennsylvania,Northeast,Middle Atlantic,570
Kentucky,South,East South Central,2013,4345186,3665604,558412,103207,17963,Pennsylvania,Northeast,Middle Atlantic,1312
Louisiana,South,West South Central,2013,4568320,3941211,519010,91889,16210,Pennsylvania,Northeast,Middle Atlantic,698
Maine,Northeast,New England,2013,1315753,1128262,146334,36780,4377,Pennsylvania,Northeast,Middle Atlantic,3165
Maryland,South,South Atlantic,2013,5857213,5078020,572131,161525,45537,Pennsylvania,Northeast,Middle Atlantic,12752
Massachusetts,Northeast,New England,2013,6619999,5724592,700613,135150,59644,Pennsylvania,Northeast,Middle Atlantic,4759
Michigan,Midwest,East North Central,2013,9784094,8296283,1294706,144091,49014,Pennsylvania,Northeast,Middle Atlantic,4154
Minnesota,Midwest,West North Central,2013,5353441,4585137,636274,104825,27205,Pennsylvania,Northeast,Middle Atlantic,1148
Mississippi,South,East South Central,2013,2957797,2531410,350982,68588,6817,Pennsylvania,Northeast,Middle Atlantic,922
Missouri,Midwest,West North Central,2013,5973448,5015609,779132,159936,18771,Pennsylvania,Northeast,Middle Atlantic,3297
Montana,West,Mountain,2013,1003013,827494,130187,40035,5297,Pennsylvania,Northeast,Middle Atlantic,789
Nebraska,Midwest,West North Central,2013,1842900,1546788,241707,45854,8551,Pennsylvania,Northeast,Middle Atlantic,175
Nevada,West,Mountain,2013,2757365,2166730,447480,126583,16572,Pennsylvania,Northeast,Middle Atlantic,1833
New Hampshire,Northeast,New England,2013,1310978,1128583,131200,44867,6328,Pennsylvania,Northeast,Middle Atlantic,489
New Jersey,Northeast,Middle Atlantic,2013,8803679,7941559,667248,136907,57965,Pennsylvania,Northeast,Middle Atlantic,19547
New Mexico,West,Mountain,2013,2059689,1764969,224508,56808,13404,Pennsylvania,Northeast,Middle Atlantic,491
New York,Northeast,Middle Atlantic,2013,19431954,17297785,1715158,272066,146945,Pennsylvania,Northeast,Middle Atlantic,24243
North Carolina,South,South Atlantic,2013,9737365,8233641,1176351,275922,51451,Pennsylvania,Northeast,Middle Atlantic,13268
North Dakota,Midwest,West North Central,2013,714804,593677,78944,38908,3275,Pennsylvania,Northeast,Middle Atlantic,0
Ohio,Midwest,East North Central,2013,11439593,9748676,1458505,185749,46663,Pennsylvania,Northeast,Middle Atlantic,11772
Oklahoma,South,West South Central,2013,3801521,3131192,545546,109255,15528,Pennsylvania,Northeast,Middle Atlantic,1572
Oregon,West,Pacific,2013,3888216,3154813,571472,143841,18090,Pennsylvania,Northeast,Middle Atlantic,1456
Pennsylvania,Northeast,Middle Atlantic,2013,12639493,11113742,1240573,224280,60898,Pennsylvania,Northeast,Middle Atlantic,0
Rhode Island,Northeast,New England,2013,1040986,905093,94129,34108,7656,Pennsylvania,Northeast,Middle Atlantic,2178
South Carolina,South,South Atlantic,2013,4720602,4000306,537062,166047,17187,Pennsylvania,Northeast,Middle Atlantic,8892
South Dakota,Midwest,West North Central,2013,832703,691659,108713,30042,2289,Pennsylvania,Northeast,Middle Atlantic,326
Tennessee,South,East South Central,2013,6419226,5429144,779329,186525,24228,Pennsylvania,Northeast,Middle Atlantic,3508
Texas,South,West South Central,2013,26087349,21658382,3695565,548034,185368,Pennsylvania,Northeast,Middle Atlantic,10205
Utah,West,Mountain,2013,2854667,2361079,377528,97869,18191,Pennsylvania,Northeast,Middle Atlantic,885
Vermont,Northeast,New England,2013,621256,542002,53684,23180,2390,Pennsylvania,Northeast,Middle Atlantic,818
Virginia,South,South Atlantic,2013,8163664,6874626,962359,266348,60331,Pennsylvania,Northeast,Middle Atlantic,13613
Washington,West,Pacific,2013,6888552,5700703,927367,208215,52267,Pennsylvania,Northeast,Middle Atlantic,2266
West Virginia,South,South Atlantic,2013,1837863,1621269,161679,51957,2958,Pennsylvania,Northeast,Middle Atlantic,5216
Wisconsin,Midwest,East North Central,2013,5681024,4872672,688588,100846,18918,Pennsylvania,Northeast,Middle Atlantic,1384
Wyoming,West,Mountain,2013,575933,469511,76905,27584,1933,Pennsylvania,Northeast,Middle Atlantic,436
Puerto Rico,Puerto Rico,Puerto Rico,2013,3579220,3329074,221047,24652,4447,Pennsylvania,Northeast,Middle Atlantic,3335
Alabama,South,East South Central,2014,4791931,4081522,589211,107919,13279,Pennsylvania,Northeast,Middle Atlantic,1444
Alaska,West,Pacific,2014,725206,585916,97358,37842,4090,Pennsylvania,Northeast,Middle Atlantic,567
Arizona,West,Mountain,2014,6651964,5431241,922129,249730,48864,Pennsylvania,Northeast,Middle Atlantic,4292
Arkansas,South,West South Central,2014,2931123,2464189,383087,74741,9106,Pennsylvania,Northeast,Middle Atlantic,816
California,West,Pacific,2014,38340324,32849251,4659084,513968,318021,Pennsylvania,Northeast,Middle Atlantic,14858
Colorado,West,Mountain,2014,5293943,4263998,777699,218728,33518,Pennsylvania,Northeast,Middle Atlantic,4244
Connecticut,Northeast,New England,2014,3558915,3111779,334207,82746,30183,Pennsylvania,Northeast,Middle Atlantic,3872
Delaware,South,South Atlantic,2014,924770,810905,77246,32166,4453,Pennsylvania,Northeast,Middle Atlantic,5670
District of Columbia,South,South Atlantic,2014,648586,513634,67286,56234,11432,Pennsylvania,Northeast,Middle Atlantic,2311
Florida,South,South Atlantic,2014,19683763,16504838,2436619,546501,195805,Pennsylvania,Northeast,Middle Atlantic,28841
Georgia,South,South Atlantic,2014,9970167,8406436,1238139,274095,51497,Pennsylvania,Northeast,Middle Atlantic,7914
Hawaii,West,Pacific,2014,1401004,1198766,131974,58144,12120,Pennsylvania,Northeast,Middle Atlantic,682
Idaho,West,Mountain,2014,1613068,1335689,207055,64633,5691,Pennsylvania,Northeast,Middle Atlantic,359
Illinois,Midwest,East North Central,2014,12730206,11021611,1430902,209536,68157,Pennsylvania,Northeast,Middle Atlantic,6053
Indiana,Midwest,East North Central,2014,6516181,5540754,810518,139846,25063,Pennsylvania,Northeast,Middle Atlantic,2000
Iowa,Midwest,West North Central,2014,3067872,2594781,379518,79194,14379,Pennsylvania,Northeast,Middle Atlantic,2240
Kansas,Midwest,West North Central,2014,2866584,2378716,376239,96467,15162,Pennsylvania,Northeast,Middle Atlantic,606
Kentucky,South,East South Central,2014,4357819,3663490,575429,104975,13925,Pennsylvania,Northeast,Middle Atlantic,1952
Louisiana,South,West South Central,2014,4593505,3970442,511702,97814,13547,Pennsylvania,Northeast,Middle Atlantic,585
Maine,Northeast,New England,2014,1317638,1138397,134611,39065,5565,Pennsylvania,Northeast,Middle Atlantic,2269
Maryland,South,South Atlantic,2014,5911235,5091903,615601,156787,46944,Pennsylvania,Northeast,Middle Atlantic,13633
Massachusetts,Northeast,New England,2014,6674907,5784744,672510,146622,71031,Pennsylvania,Northeast,Middle Atlantic,7067
Michigan,Midwest,East North Central,2014,9795659,8336037,1261495,149991,48136,Pennsylvania,Northeast,Middle Atlantic,3731
Minnesota,Midwest,West North Central,2014,5385219,4612655,635880,106783,29901,Pennsylvania,Northeast,Middle Atlantic,1665
Mississippi,South,East South Central,2014,2957658,2554296,321236,73927,8199,Pennsylvania,Northeast,Middle Atlantic,946
Missouri,Midwest,West North Central,2014,5992195,5042396,776519,153320,19960,Pennsylvania,Northeast,Middle Atlantic,2162
Montana,West,Mountain,2014,1012169,845142,126508,37561,2958,Pennsylvania,Northeast,Middle Atlantic,527
Nebraska,Midwest,West North Central,2014,1855356,1541744,252232,52200,9180,Pennsylvania,Northeast,Middle Atlantic,1066
Nevada,West,Mountain,2014,2806170,2235861,426512,130390,13407,Pennsylvania,Northeast,Middle Atlantic,2745
New Hampshire,Northeast,New England,2014,1314735,1134514,133298,41393,5530,Pennsylvania,Northeast,Middle Atlantic,1531
New Jersey,Northeast,Middle Atlantic,2014,8840346,7961796,686056,128911,63583,Pennsylvania,Northeast,Middle Atlantic,18958
New Mexico,West,Mountain,2014,2060189,1770053,212456,68917,8763,Pennsylvania,Northeast,Middle Atlantic,942
New York,Northeast,Middle Atlantic,2014,19528220,17418181,1693064,258571,158404,Pennsylvania,Northeast,Middle Atlantic,21930
North Carolina,South,South Atlantic,2014,9832152,8332705,1166928,286533,45986,Pennsylvania,Northeast,Middle Atlantic,10594
North Dakota,Midwest,West North Central,2014,729874,602508,85084,39059,3223,Pennsylvania,Northeast,Middle Atlantic,1185
Ohio,Midwest,East North Central,2014,11464891,9742065,1484132,196742,41952,Pennsylvania,Northeast,Middle Atlantic,18580
Oklahoma,South,West South Central,2014,3827288,3148699,550149,111346,17094,Pennsylvania,Northeast,Middle Atlantic,1407
Oregon,West,Pacific,2014,3927857,3196441,571056,137008,23352,Pennsylvania,Northeast,Middle Atlantic,1972
Pennsylvania,Northeast,Middle Atlantic,2014,12645888,11103966,1241534,232889,67499,Pennsylvania,Northeast,Middle Atlantic,0
Rhode Island,Northeast,New England,2014,1045791,906936,98869,32621,7365,Pennsylvania,Northeast,Middle Atlantic,1245
South Carolina,South,South Atlantic,2014,4780659,4046123,542930,171969,19637,Pennsylvania,Northeast,Middle Atlantic,7637
South Dakota,Midwest,West North Central,2014,842076,701352,109496,28198,3030,Pennsylvania,Northeast,Middle Atlantic,36
Tennessee,South,East South Central,2014,6471445,5465071,796577,182130,27667,Pennsylvania,Northeast,Middle Atlantic,2555
Texas,South,West South Central,2014,26588600,22151594,3681042,538572,217392,Pennsylvania,Northeast,Middle Atlantic,12193
Utah,West,Mountain,2014,2894001,2407608,374578,90234,21581,Pennsylvania,Northeast,Middle Atlantic,1110
Vermont,Northeast,New England,2014,620898,536915,59850,22635,1498,Pennsylvania,Northeast,Middle Atlantic,1180
Virginia,South,South Atlantic,2014,8224054,6891144,995822,262477,74611,Pennsylvania,Northeast,Middle Atlantic,14296
Washington,West,Pacific,2014,6979369,5757065,934922,220259,67123,Pennsylvania,Northeast,Middle Atlantic,3117
West Virginia,South,South Atlantic,2014,1831414,1617510,162340,47957,3607,Pennsylvania,Northeast,Middle Atlantic,4834
Wisconsin,Midwest,East North Central,2014,5692727,4868506,688104,117831,18286,Pennsylvania,Northeast,Middle Atlantic,1416
Wyoming,West,Mountain,2014,577782,475740,74601,25992,1449,Pennsylvania,Northeast,Middle Atlantic,9
Puerto Rico,Puerto Rico,Puerto Rico,2014,3511186,3251389,237197,19771,2829,Pennsylvania,Northeast,Middle Atlantic,3133
Alabama,South,East South Central,2015,4801599,4113945,561019,114876,11759,Pennsylvania,Northeast,Middle Atlantic,2690
Alaska,West,Pacific,2015,727862,582909,105769,34696,4488,Pennsylvania,Northeast,Middle Atlantic,263
Arizona,West,Mountain,2015,6747595,5536087,910911,253281,47316,Pennsylvania,Northeast,Middle Atlantic,3910
Arkansas,South,West South Central,2015,2938341,2440359,407352,81594,9036,Pennsylvania,Northeast,Middle Atlantic,358
California,West,Pacific,2015,38675135,33446324,4377667,514477,336667,Pennsylvania,Northeast,Middle Atlantic,13595
Colorado,West,Mountain,2015,5393067,4404058,728077,227445,33487,Pennsylvania,Northeast,Middle Atlantic,4870
Connecticut,Northeast,New England,2015,3554844,3109580,340126,76997,28141,Pennsylvania,Northeast,Middle Atlantic,2348
Delaware,South,South Atlantic,2015,935813,800701,86009,44495,4608,Pennsylvania,Northeast,Middle Atlantic,13965
District of Columbia,South,South Atlantic,2015,663006,525024,67188,59905,10889,Pennsylvania,Northeast,Middle Atlantic,1999
Florida,South,South Atlantic,2015,20068392,16832374,2438828,584938,212252,Pennsylvania,Northeast,Middle Atlantic,28826
Georgia,South,South Atlantic,2015,10088525,8489689,1259007,283325,56504,Pennsylvania,Northeast,Middle Atlantic,6493
Hawaii,West,Pacific,2015,1414355,1206066,136796,53742,17751,Pennsylvania,Northeast,Middle Atlantic,981
Idaho,West,Mountain,2015,1635366,1333758,218791,73809,9008,Pennsylvania,Northeast,Middle Atlantic,217
Illinois,Midwest,East North Central,2015,12706393,11029917,1399829,209828,66819,Pennsylvania,Northeast,Middle Atlantic,4810
Indiana,Midwest,East North Central,2015,6540691,5527512,843210,147529,22440,Pennsylvania,Northeast,Middle Atlantic,2827
Iowa,Midwest,West North Central,2015,3081446,2598298,386465,85937,10746,Pennsylvania,Northeast,Middle Atlantic,154
Kansas,Midwest,West North Central,2015,2875640,2405677,360715,91340,17908,Pennsylvania,Northeast,Middle Atlantic,1412
Kentucky,South,East South Central,2015,4373403,3706705,543811,106918,15969,Pennsylvania,Northeast,Middle Atlantic,3135
Louisiana,South,West South Central,2015,4612024,4007364,496223,93321,15116,Pennsylvania,Northeast,Middle Atlantic,1831
Maine,Northeast,New England,2015,1317444,1127394,156271,30123,3656,Pennsylvania,Northeast,Middle Atlantic,987
Maryland,South,South Atlantic,2015,5934005,5076791,638788,168894,49532,Pennsylvania,Northeast,Middle Atlantic,14928
Massachusetts,Northeast,New England,2015,6725678,5893936,634359,132642,64741,Pennsylvania,Northeast,Middle Atlantic,7538
Michigan,Midwest,East North Central,2015,9811416,8394658,1229302,142639,44817,Pennsylvania,Northeast,Middle Atlantic,5737
Minnesota,Midwest,West North Central,2015,5419822,4618325,661383,108476,31638,Pennsylvania,Northeast,Middle Atlantic,662
Mississippi,South,East South Central,2015,2959289,2554660,327854,69351,7424,Pennsylvania,Northeast,Middle Atlantic,360
